,Headlines,Date
1175,Stressed assets have economic value: Arun Jaitley. ,2017-07-30
1176,"Axis Bank Q1 net profit falls 16% to Rs 1,306 crore. HDFC Ltd Q1 profit declines to Rs 2,734 crore. ",2017-07-26
1177,"10-year review of PSU banks’ equity return: Profitability fails to keep pace with govt capital infusion. HDFC Bank net up 20.22% on higher interest income, Q1 profit at Rs 3,893.84 crore. Govt has created incentives for honest taxpayer, says Arun Jaitley. RBI sets rupee reference rate at 64.3580 against dollar. Ten public sector banks have submitted turnaround plans: Government. ",2017-07-25
1178,Finance Ministry introduces bill to replace Banking Regulation Ordinance. ,2017-07-24
1179,"Addressing NPA issue our top priority: RBI Dy Governor. Interview for RBI deputy governor post on July 29. Monetary Policy Committee members to get Rs 1.5 lakh per meet, disclose assets every year. ",2017-07-23
1180,"Non-performing assets: ‘Actions by RBI, government to mitigate bad loans by 2019’. Arun Jaitley introduces bill to repeal SBI Subsidiary Banks Act. ",2017-07-21
1181,"Banks to settle Rs `4,00,000 crore Debt. ",2017-07-20
1182,Proceedings under IBC: Bankruptcy filing picks up to deal with mounting bad loans. ,2017-07-18
1183,"Interview with Shardul Shroff: Next 90 days will see some form of action, there will be some revival plans or insolvency. 142 per cent rise in bad education loans in 3 years. ",2017-07-17
1184,"Pressure mounts on Reserve Bank of India to cut policy rate, say experts. ",2017-07-16
1185,"SBI to cut NEFT, RTGS charges from tomorrow. Newly appointed DEA Secretary Subhash Chandra Garg nominated as RBI’s director. ",2017-07-14
1186,"IndusInd Bank posts 26% jump in Q1 net. From RBI estimate: IDBI Bank NPAs show Rs 6,816-crore divergence. Make higher resources available to unorganised sector: Arun Jaitley to Banks. RBI has cut staff holidays to count junked notes: Urjit Patel. ",2017-07-12
1187,"Low credit demand, NPAs: RBI’s Deputy Governor S S Mundra urges for focus on MSMEs. ",2017-07-11
1188,Bank of Japan raises economic view for 5 of 9 regions. ,2017-07-10
1189,Home loan firms want lock-in period before balance transfer. ,2017-07-07
1190,Private life insurance firm ties up with Kerala based Dhanlaxmi bank. ,2017-07-06
1191,Investment in G-sec: RBI revises norms for foreign investors. ,2017-07-04
1192,"NDB announces 5-year strategy, to focus on infra development. ",2017-07-03
1193,PNB to block all Maestro debit cards from July 31. ,2017-07-02
1194,"Ex-RBI official criticises decision to tighten rupee borrowing norms. RBI’s Financial Stability Report: Banks’ GNPAs may hit 10.2% by March 2018. GST impact: Banking services, insurance premium, credit card bills get costlier from today. ",2017-07-01
1195,"Interest rates on savings deposit, PPF to be lowered by 0.1 per cent. ",2017-06-30
1196,Allahabad Bank seeks to raise Rs 2000 crore fiscal. ,2017-06-28
1197,How inflation bonds were hit by inflation targeting measures. RBI asks banks to make higher provisioning for 12 large loans. ,2017-06-27
1198,"Transition to GST: Banks, insurers say systems in place despite challenges. ",2017-06-26
1199,"States’ fiscal deficit may widen to 4,49,520 crore in 2016-17, say RBI data. Investments in land, homes are safe as they can’t fly to London, Venkaiah Naidu tells banks. Banks have no liability for loss of valuables in lockers: RBI. SBI chief’s salary zilch compared to counterparts in private banks. ",2017-06-25
1200,RBI inducts 3 more in oversight panel. ,2017-06-23
1201,Resolve 55 high-value cases of bad loans in 6 months or face IBC: RBI to banks. ,2017-06-22
1202,IDBI Bank starts insolvency proceedings against Lanco Infra. NPA resolution: PMO takes stock of progress. ,2017-06-20
1203,Finance Ministry asks PSBs to explore acquisition of smaller banks. ,2017-06-18
1204,Banks may require additional capital: RBI Dy Guv. ,2017-06-17
1205,NCLT might have more benches for faster NPA resolution: M S Sahoo. Current account deficit surges to $3.4 bn in fourth quarter: RBI. RBI sets rupee reference rate at 64.5883 against dollar. ,2017-06-16
1206,"Bill to deal with crisis in banks, insurers gets Cabinet go-ahead. NPA Struggle: RBI puts Central Bank of India under corrective action plan. ",2017-06-15
1207,"Transparency score of banks take a beating: BCSBI survey. RBI identifies 12 mega defaulters for insolvency, their total NPA Rs 175,000 cr. Indian banks shares edge higher on RBI action on defaulters. Fake currency detection in banks swell to max in 8 years: Report. ",2017-06-14
1208,"No assurance on write-offs due to merger, says State Bank of India. ",2017-06-13
1209,Government actively working towards bank consolidation: Arun Jaitley. ,2017-06-12
1210,Credit growth numbers expected to be significantly higher by the end of FY18: HDFC Bank head of treasury Ashish Parthasarthy. RBI Deputy Governor on inflation: ‘Inflation prediction tough when markets not stable’. Rupee down 6 paise against dollar in early trade. Government may approve one more PSU bank consolidation. ,2017-06-09
1211,Positive Sentiment: Rate-sensitive stocks rise after RBI’s policy review. RBI to leave rates unchanged in FY18: Nomura. ,2017-06-08
1212,"Monetary Policy Review: Will RBI leave rates unchanged today?. RBI leaves repo rate unchanged at 6.25%, reverse repo rate stays at 6%. Farm loan waivers can lead to fiscal slippages, cautions RBI Governor Urjit Patel. ",2017-06-07
1213,SBI launches share sale to raise Rs 11K-15K crore. RBI data: Credit offtake at 5% in April. ,2017-06-06
1214,Bank staff union seeks PM help to fill workman director vacancies. World Bank projects 7.2% growth rate for India in 2017. FM makes case for rate cut; experts say RBI may wait for GST. Govt to go ahead with PSU bank merger without further wait: Arun Jaitley. ,2017-06-05
1215,"PSBs plan to mobilise Rs 58k crore from capital markets this fiscal. RBI to keep policy rate unchanged on June 7, say experts. ",2017-06-04
1216,Banks call for improvising legal provisions to check cyber fraud. RBI puts Dena Bank under prompt corrective action. ,2017-06-03
1217,Cibil’s new system to expand bank customer base by 15 lakh every year. Question mark over preparedness for GST rollout by July 1: Banks tell panel. State Bank revises transaction charges on select services. ,2017-06-02
1218,"Sebi proposes code of conduct, more disclosures during stock inclusion. HSBC partners with Aritifical Intelligence startup to combat money laundering. ",2017-06-01
1219,RBI meets bankers to discuss bad loan resolution. ,2017-05-31
1220,"World Bank pegs India’s economic growth at 7.2 per cent this financial year. Sebi launches online platform for portfolio managers, venture capital funds. ",2017-05-30
1221,‘RBI unlikely to cut rates; to be less hawkish at next policy’. ,2017-05-29
1222,"Maharashtra has most number of ATMs in the country, says RBI data. ",2017-05-27
1223,"IDBI Bank to cut corporate loan book, sell non-core assets. ",2017-05-26
1224,"Firms paying rating agencies is conflict of interest, RBI has a plan. IDBI Bank crafts turnaround plan; to focus on NPA recoveries. ",2017-05-25
1225,"Maharashtra DCCBs saddled with Rs 2,000 crore as RBI waits for ‘govt instructions’. ",2017-05-24
1226,"For weaker PSBs: Capital infusion to be performance-linked. Kotak sells stake worth Rs 1,687 crore in bank. BoI narrows Q4 net loss on lower provisions. RBI to revamp oversight panel; bigger role for rating agencies. Paytm starts payments bank; offers 4 per cent interest, cashbacks. ",2017-05-23
1227,"Potential threat: Flokibot, malware for PoS devices. H N Sinor to continue as Bank Board Bureau Member. RBI outlines action plan to implement ordinance to tackle bad loans. ",2017-05-22
1228,"At Rs 2,814.82 crore: SBI profit soars 122.7% on lower provisioning in Q4. ",2017-05-20
1229,"African Development Bank: PM Modi to inaugurate annual AfDB Group meet. Branch authorisation policy revamped: RBI makes boards responsible for complying with new norms. IDBI Bank Q4 net loss surges 84% to Rs 3,200 crore. SBI Q4 profit doubles to Rs 2,815 cr as NPA situation eases. ",2017-05-19
1230,"Via bond pvt placements: Corporates, banks raise Rs 7.03L crore in FY17. ",2017-05-18
1231,Central Bank of India trims Q4 net loss. Bad loan provisions down: PNB posts Rs 262 crore net on higher income. ,2017-05-17
1232,"WannaCry ransomware: Some ATMs remain shut until software update. RBI creates CFO post, invites applications. ICICI Bank, HDFC cut home loan rates. Securing payment systems: Run software update on old ATMs, RBI asks banks. ",2017-05-16
1233,"Banking consolidation 2nd wave: FinMin sees room for 3-4 more PSB mergers. Despite steep fall in inflation HSBC doesn’t see rate cut soon. ICICI Bank, HDFC cut home loan rates by up to 0.3 per cent; match SBI. ",2017-05-15
1234,"Standing Committee on Finance-PSB officials meet: ‘Demonetisation and service charge issues discussed’. RBI goes for security upgrade for note storage, transportation. ",2017-05-14
1235,"Rs 4,176.7-crore variation in YES Bank’s bad loan level. ",2017-05-13
1236,"Prompted by IDBI’s high NPAs & negative RoA, RBI imposes profit, dividend curbs. SBI plans to raise funds via QIP/FPO. ",2017-05-10
1237,"Demonetisation effect: After a dip in Jan and Feb, digital payments rising. Six months after demonetisation: Currency in circulation may not match pre-8/11 levels. For loans up to ’30 lakh: SBI slashes affordable home loan rates by 25 bps. Australia’s Big Four banks look to cut costs as challenges rise. ",2017-05-09
1238,"Under Urjit Patel, RBI zooms in on 4% inflation target. SBI cuts affordable home loan rates by 0.25 per cent; lowest in market. Now EPFO to make all payments to members electronically. ",2017-05-08
1239,Reduce time lag in loan approval and disbursal: India to Asian Development Bank. ,2017-05-07
1240,"Tackling NPAs: RBI gets more powers; govt says status quo changed. PNB, BoI heads replaced, 5 other PSBs get new chiefs. Interview with Principal Economic Advisor: ‘Ordinance to rein in free riders, non-compliance’. Lenders welcome move; indicates govt’s commitment to solve crisis, says SBI chief. Rating firms caution on RBI role in fixing NPAs. ",2017-05-06
1241,"Push for NPA resolution: RBI to get more powers, oversight panels may target top defaulters. HDFC consolidated net down 11% on higher base. Non-performing assets: President Pranab Mukherjee approves ordinance, RBI can now take action. Ordinance empowers RBI to initiate insolvency process against debt defaulters. RBI given more powers to tackle NPAs, says Arun Jaitley. RBI gets more powers to tackle NPAs, Govt says status quo has been changed. Govt appoints MDs, CEOs of seven public sector banks. ",2017-05-05
1242,"ICICI Bank Q4 standalone net profit increases 189%; gross NPAs surge. To crack down on loan defaulters, Cabinet clears new ordinance. SBI declines to share quantum of money in suspended accounts. Banking Act amendments to help resolve NPAs: Finance Secretary. Indian Bank to cut base rate by 0.20 per cent from Sunday. ",2017-05-04
1243,Arun Jaitley not to attend Asian Development Bank’s annual meeting in Yokohama. Cabinet clears ordinance to amend Banking Act to tackle NPAs. ,2017-05-03
1244,SBI reduces term deposit rates by up to 50 basis points. RBI Governor calls on Tamil Nadu Chief Minister K Palaniswami. ,2017-05-02
1245,Agri-credit disbursement: Banks worry as states with most loans talk about waivers. SBI reduces term deposit rates by up to 50 basis points. Canara Bank official booked for illegally exchanging currency. ,2017-05-01
1246,"Old Mutual to exit insurance JV with Kotak Bank. Salvaging PSU banks: Viral Acharya proposes re-privatisation, consolidation, sale of assets. Corporate governance: Independent directors not independent, says Sebi chief. Sebi to take steps to deepen bond market. ",2017-04-29
1247,Mergers: Bank union disagrees with RBI governor’s stand. Kotak Bank net rises 40 per cent in March quarter. Kerala co-op bank to be a reality soon; report submitted. ,2017-04-28
1248,Sebi Board meeting: Monitoring agency must for IPOs over Rs100 crore. ,2017-04-27
1249,Stressed assets: ‘Mergers could help; fewer but healthier banks better’. ,2017-04-26
1250,Indian Bank Q4 profit up by 3-fold owing to lower provisioning for bad loans. Public sector banks merger could help banking system: Urjit Patel. ,2017-04-25
1251,Delay in quota reforms to erode IMF’s credibility: Arun Jaitley. ,2017-04-23
1252,"Bad loans provisioning up sharply: HDFC Bank Q4 profit rises 18.2% at Rs 3,990 crore. ",2017-04-22
