,Headlines,Date
376,"CA firms sue RBI after getting replaced as auditors of Allahabad Bank. Yes Bank loans and advances up 0.8% at Rs 1.73 lakh crore by end of Mar 2021; deposits up 55%. HDFC Bank advances up 14 percent, deposits rise 16 percent at the end of March 2021. ICRA warns of significant jump in bad loans in current fiscal year. Federal Bank gross advances up by 9% at Rs 1.35 lakh crore by March 2021, deposits up 13%. Gross NPAs of banks may rise to 9.6-9.7% by March-end: Report. Latest round of Covid restrictions has lenders fretting over rising defaults. Banks report modest growth in advances and deposits in the last quarter of FY 2020-21. J.P. Morgan ties up with BillDesk for online payments partnership. RBI withdraws restrictions on Youth Development Co-operative Bank. Investment banking fees plunge 34 pc in Q1 to USD 194.5 mn: Report. PSU Banks fully transmit rate cuts on fresh loans. ",2021-04-05
377,"India's public banks may have to take Rs 2,000 crore hit after SC order on interest waiver. SCDCC bank achieves record profit of Rs 33.65 crore. SBI Card sees over 50 percent of its transaction from online payments, says CEO. Year-end pressure hits fund transfers via IMPS, UPI in millions. Banks sanctions Rs 25,586 cr to 1.14 lakh Stand-Up India accounts in 5 years. ",2021-04-04
378,"PSU banks go slow on asset sales, await privatisation list. Covid-19 surge derails banks’ plans to get back to HQs. ",2021-04-03
379,"RBI may continue its curbs on HDFC Bank following technical glitches. PNB plans to hire non-judicial member to scrutinise proposals on compromise, write off. Karnataka Bank targets over Rs 1.42 lakh cr business turnover in FY22; says digital the way forward. ",2021-04-02
380,"ICICI Bank, PhonePe tie up for issuance of FASTags. Bank credit to grow 10% in FY22 on faster GDP expansion, policy measures: Crisil. Loans to mid-size Indian firms up most in a decade on cash surge. State Bank of India customers face network glitches for online transactions. Yes Bank loan fraud: ED files charge sheet against Mumbai realty firm owners, others. India Inc's credit quality improves sharply in H2FY21, likely to sustain. HDFC increases FD rates up to 25 bps. ",2021-04-01
381,"SBI signs loan agreement of $1 billion with JBIC, taking total facility to $2 billion. India to inject $2 billion capital in four weakened state banks. HDFC Ltd increases rates on fixed deposits maturing between 33 and 99 months by 10-25 basis. ",2021-03-31
382,Piramal may sell developer loans of DHFL after deal. Loan moratorium: Lenders want compensation for interest loss. HDFC Bank faces intermittent glitches with payments platform. Punjab & Sind Bank declares loans worth Rs 150 cr to IL&FS Transportation as fraud. Rising Covid cases could derail financial sector recovery. Automatic recurring payment to comply with RBI direction from April 1. ,2021-03-30
383,Govt unlikely to continue with zero-coupon bond route to recap PSU banks. Banks to conduct special clearing operations for closure of government accounts on March 31. Government not inclined to bear loan moratorium costs. ,2021-03-28
384,RBI says engaged with prospective investors to secure best terms for PMC Bank depositors. ,2021-03-26
385,"Tata Sons readying ‘universal’ payments solution. ""Be humble and honest above all else,"" HDFC Bank boss pens a letter to employees. Mumbai: PMC account holders stage protest in Bhandup. View: Good mandate, unintended repercussions. Ensuring health of banking sector top priority: Shaktikanta Das at India Economic Conclave 2021. Parliament passes bill to set up National Bank for Financing Infrastructure and Development. India will have heterogeneous banking sector in a decade with four types of banks: Shaktikanta Das. Bank of Maharashtra add six more branches. Punjab & Sind Bank declares IL&FS account as fraud with Rs 399 crore outstanding. ",2021-03-25
386,"Removal of bad debt ‘hangover’ hands Indian banks clarity. Can Fin Homes' CEO has aggressive growth plans for next couple of years. Govt may seek details of interest on interest charged by banks. Privatising two PSBs: India Ratings warns of rating impact if govt cedes control. ICICI Bank enables customers to break high-value transactions into EMIs. Sebi orders attachment of bank, demat, MF accounts of Rana Kapoor. NBFCs want govt to refund interest on deposits. Former RBI deputy governor Khan not seeking re-appointment on Bandhan Bank board. SC verdict on compound interest/penalty refund not to impact banks as govt to reimburse: Yes Securities. ",2021-03-24
387,"SBI invokes personal guarantees given by KSK Energy promoters. No compound or penal interest be charged from borrowers during moratorium period, directs SC. Interest waiver not possible, can't allow extension of loan moratorium period, says SC. SC order a big relief, removes uncertainties: Bankers. Supreme Court pronounces verdict on plea seeking extension of loan moratorium. Sense has prevailed, moratorium is a commercial decision that banks should take: Uday Kotak. DK Mittal has two suggestions for RBI to improve banking sector. Banks' NPAs declined to Rs 5.70 lakh crore at December-end: Anurag Singh Thakur. Bankers welcome SC order but brace for hit on reversal of interest. Bad loans likely to jump by Rs 1.3 lakh crore. ",2021-03-23
388,"After reaching pre-Covid levels, we will now focus on surpassing industry growth: SBI Cards Boss. Business activities gradually improving but it could still be a while before MFI segment sees a turnaround. ",2021-03-22
389,"Post exit from PCA framework, IDBI Bank to focus on improving efficiency ratios, says MD. ",2021-03-21
390,View: The issues with RBI's plan to set up 'NUE' entity for retail payments. ,2021-03-20
391,Federal Bank plans to buy microfinance company to expand business. Our digital transactions have gone as high as 67% now: SBI Chairman. Gold loan offtake slows in Q4 as price comes down. Bandhan Bank inducts two new members on its board. ,2021-03-19
392,Big opportunity for investing in India’s private credit market: Experts. Banks may go slow on gold loans. ,2021-03-18
393,"Infra, farm reforms put India on $5-trillion track: Aditya Puri, former chief executive of HDFC Bank. We had a vision that we will be a world class Indian bank: Aditya Puri. NPAs expected to increase in first half of 2021: FICCI-IBA survey. See business normalisation in 90 days: HDFC Bank retail head. HDFC Bank leads peer lenders over mobile transactions despite tech glitches. ",2021-03-17
394,"CRR-SLR relief a must to look at HDFC-HDFC bank merger: Keki Mistry, CEO, HDFC. HDFC is seen not just as a mortgage company but as a financial conglomerate: Keki Mistry, CEO, HDFC. Bank strike Day 2: Services that are likely to be disrupted today. Bank employees continue nationwide strike for 2nd consecutive day. Banking services in Maharashtra impacted on second day of nationwide strike. According to a December 2020 RBI survey, banks witnessed high demand for individual loans. Permission for new pvt banks to participate in govt biz will be based on RBI guidelines: FM. Performance of unsecured loans worsening, says India Ratings. Bank of Baroda bets on new digital platform to expand retail lending. Bank union strike severely disrupts banking services across the country. IFSCA allows banks in IFSCs to undertake portfolio management, investment advisory services. Reserve Bank imposes Rs 2 cr penalty on SBI. SBI, Paytm Payments Bank, PhonePe lead in UPI transactions in Feb. ",2021-03-16
395,"Perpetual bond issue may hit PSB fundraising plans. Nationwide strike impacts banking services of PSU banks on day one. Bank Privatisation: PSB employees on a two-day nationwide strike against the proposed measure. Banking services in Maharashtra hit as 40,000 bank employees, officers join two-day strike. India’s banks are on strike, here’s all the services affected today and tomorrow. Services of PSBs hit in Bengal as bank unions go on strike to protest against privatisation. Banking services impacted across Maharashtra on first day of strike. RBI asks banks to implement image-based Cheque Truncation System in all branches by September 30. ",2021-03-15
396,"Bank lending 50 per cent higher in October-February. Bank operations may be hit on Monday, Tuesday due to nationwide unions' strike. Bank lending 50 per cent higher in October-February. ",2021-03-14
397,Community-focused banks face existential crises over a lack of capital cushion and inadequate oversight. ,2021-03-13
398,"RBI is exploring ways to regulate online loan apps. To capitalise on India, you must be entrenched, says Piyush Gupta of DBS Bank. India’s bank employees are striking on March 15 and 16. Here’s what we know. Videocon ex-promoter Venugopal Dhoot granted bail in ICICI Bank-Chanda Kochhar case. Indian Overseas Bank gets new executive director. FinMin to infuse Rs 14,500 cr in banks under RBI's prompt corrective action framework soon. HDFC Bank to cover vaccination cost of employees, family members. Ishraq Ali Khan takes charge as UCO Bank's executive director. Indian banks' loans rose 6.6% y/y in two weeks to Feb 26: Central Bank. ",2021-03-12
399,"Executives get longer stint at top deck of PSU banks. Cholamandalam, Karur Vysya Bank come together for co-lending business. HSBC banks on NRI, wealth management in fresh retail charge. MNCs are prepaying rupee borrowings and sourcing money from their home bases: Taranjit Jaswal, Barclays Bank India. Banks unions call for two-day strike against proposed privatisation of PSBs. SBI to conduct e-auctions of 12 bad accounts this month. ",2021-03-11
400,"KKR-led group weighs Rs 1,100 crore out-of-court offer from Sintex promoters. ICICI Bank to bear cost of COVID-19 vaccination for employees. SC sets up committee, seeks report on steps to be taken for early disposal of cheque bounce cases. RBI removes PCA restrictions on IDBI Bank. Erstwhile Syndicate Bank cheque books valid till June-end. Uco Bank gets a new executive director after a year. Axis Bank launches contactless wearable payment devices. Cyber security critical for digital banking success: SBI official. ",2021-03-10
401,"Lenders cut exposure to lower rated developers, improve credit profile. Banks sanction Rs 2.46 lakh cr to 92 lakh borrowers under credit guarantee scheme to MSMEs. ",2021-03-09
402,"Large Indian lenders seek time on standing instructions. Central banks in no rush to raise rates, will back growth: Shaktikanta Das. Citigroup needs a new strategy for its lagging Asian consumer banks. Fraudulent loans cannot be sold to bad bank: RBI. Economic impact of COVID-19 to weigh on asset quality of banks in FY'22: Fitch. More than 50% account holders under PMJDY women: FinMin. BBB to select MD, DMDs of proposed development financial institution. Yes Bank launches 'Yes Essence' services for women. Kotak Mahindra Bank says glitch in its accounts due to wrong claims by a PSU bank. Bombay HC directs Williamson Magor to deposit Rs 15 crore in the court in a suit filed by Kotak Bank. Banks write-off Rs 1.15 lakh crore in 9 months of FY21: Anurag Singh Thakur. ",2021-03-08
