,Headlines,Date,Sentiment
1288,"From social worker to accountant, 91 applied for RBI Deputy Governor post last year. RBI lifts all cash withdrawal limits from today. ",2017-03-13,[[6.6401809e-01 3.3589375e-01 8.8129062e-05]]
1289,"Banks to make net interest income of Rs 4,500 crore from demonetisation. ",2017-03-12,[[9.9999285e-01 2.2958827e-07 6.9321891e-06]]
1290,"RBI issues directions on Alwar Urban Co-operative Bank. NBFC cash loan against gold restricted to Rs 25,000: RBI. ",2017-03-09,[[9.9999821e-01 8.6015717e-08 1.7037377e-06]]
1291,"Kingfisher case: CBI failed to follow legal mandates in arresting IDBI executives, says Bombay HC. HDFC to raise Rs 2,000 crore via debentures. SBI justifies penalty; says need money to bear Jan Dhan costs. ",2017-03-08,[[0.92319363 0.00265269 0.07415365]]
1292,"To tackle bad loans, private ARCs ‘practical’. Rupee scales near 4-month high of 66.67, up 4 paise. IMF says reforms lagging behind timelines in Sri Lanka. ESAF Microfinance issues Rs 330 cr worth Commercial Papers. ",2017-03-07,[[0.11132186 0.00119492 0.8874832 ]]
1293,Reconsider penalty for not keeping minimum balance: Govt to SBI. ,2017-03-06,[[9.9794739e-01 2.9939445e-05 2.0226946e-03]]
1294,HDFC Bank launches chatbot EVA for customer services. ,2017-03-05,[[9.999659e-01 3.156137e-05 2.488968e-06]]
1295,"SBI slaps charges on cash deposits, breaching balances. ",2017-03-04,[[9.9982172e-01 3.8629705e-06 1.7454701e-04]]
1296,"HDFC, ICICI, Axis Bank slap charges on cash transactions. SBI cuts rates on some term deposits effective March 1. Curbs on cash withdrawal: Traders, public protest against transaction fee. SBI announces penalty for non-maintenance of minimum balance from April 1. All banks must enable mobile banking by March 31: Government. ",2017-03-03,[[9.9983490e-01 6.5914246e-06 1.5848625e-04]]
1297,"HDFC, ICICI, Axis banks to start charging Rs 150 for cash transactions. Bitcoins: Virtual currencies pose financial risk, says RBI Deputy Governor. Indian Bank revises interest rates. ",2017-03-02,[[5.3708884e-03 8.6536538e-06 9.9462044e-01]]
1298,"MoEIT to banks: ‘Enable all accounts with net banking’. Bank strike: Cheques worth Rs 2 lakh crore remain pending. Virtual currencies pose real financial risk: RBI Deputy Governor. PNB aims at recovering bad loans, plans to sell assets worth of Rs 1,800 crore. ",2017-03-01,[[9.7784621e-01 3.6741549e-05 2.2117106e-02]]
1299,Nationwide strike brings banking operations to a halt. RBI sets up panel to review cyber threats. ,2017-02-28,[[9.9486923e-01 3.0570304e-06 5.1277354e-03]]
1300,"Bank employees threaten to go on strike on Feb 28, wage revision and compensation are demands. Under the lens: HSBC discloses tax probes in India, other countries. PSU bank strike likely on  Feb 28, may dent services. Can’t share details of government response on Sharia banking: RBI. ",2017-02-27,[[9.9997616e-01 1.0885456e-06 2.2761433e-05]]
1301,"FPIs’ net inflow at Rs 14,600 crore in February. Indirect tax officers seek PM Modi’s intervention for smooth roll-out of GST. Sebi cautions investors against dealing in PACL properties. ",2017-02-26,[[9.9739850e-01 4.8793983e-05 2.5527433e-03]]
1302,"Finance Ministry writes to Lenders: Banks not accepting PMGKY tax to face ‘de-authorisation’. Bankers forecast end of RBI’s rate-cutting cycle. China’s bad loans mount to USD 220 bn, says report. ",2017-02-25,[[9.9884534e-01 5.7173142e-04 5.8284914e-04]]
1303,"Five associate banks will merge with SBI from April 1. RBI’s enforcement department to develop rule-based approach. NPA a hard problem… many years we had extended pretence, says Arvind Subramanian. Govt warns banks over non-acceptance of PMGKY tax. ",2017-02-24,[[2.5712845e-01 4.1379026e-04 7.4245781e-01]]
1304,"Faster remonetisation will boost economy in Q4, says RBI Governor Urjit Patel. Amex to launch corporate card-linked payment platform. ",2017-02-23,[[1.0976414e-03 9.9890041e-01 1.8539532e-06]]
1305,"Resolution painfully slow, says RBI Deputy Governor Viral Acharya. RBI Deputy Governor Acharya moots surgical restructuring of banks’ balance sheets. Idea of bank to tackle bad loans gaining traction: Arvind Subramanian. Idea of bank to tackle bad loans gaining traction: Arvind Subramanian. ",2017-02-22,[[6.7636510e-04 9.9928361e-01 4.0077393e-05]]
1306,Hope to get premium valuation when IPO is launched: Bandhan CEO Chandra Shekhar Ghosh. Watal Committee recommendations: Reserve Bank differs on some proposals of payment panel. SBI chief moots dedicated spectrum for financial transactions. ,2017-02-21,[[9.9999917e-01 4.5021289e-07 3.1497950e-07]]
1307,SBI Group finalises plans for voluntary retirement scheme. Bad loan crisis continues: 56.4 per cent rise in NPAs of banks. Licensing for payment sector can’t be tick-box exercise: RBI’s Deputy Governor. ,2017-02-20,[[9.4536614e-01 6.8846700e-04 5.3945430e-02]]
1308,"HSBC, UBS stop issuing P-Notes as India steps up clampdown. ",2017-02-19,[[9.98164952e-01 1.20742425e-05 1.82302843e-03]]
1309,Households in Mumbai hold 5 per cent of India’s bank deposits. ,2017-02-18,[[9.99999046e-01 1.07272605e-07 8.32851697e-07]]
1310,"SBI, associate banks surge post Cabinet nod for merger. Digital Push: RBI rationalises debit card charge structure. Impact of demonetisation will be a sharp ‘V’, banks have done a Herculean job: Urjit Patel. It’s important one grows a thick skin fast, says RBI Governor. Aditya Puri of HDFC Bank says wallet players have no future. ",2017-02-17,[[0.99503076 0.00307686 0.00189237]]
1311,"‘Banks will need Rs 91,000-cr capital in the next 2 years’. Union Cabinet clears merger of SBI with five associate banks. Remonetisation process almost complete: Arun Jaitley. Mutual funds can now invest in REITs, InvITs: Sebi. ",2017-02-16,[[9.9999726e-01 1.0281120e-06 1.6638802e-06]]
1312,Cabinet clears decks for merger of SBI and 5 associate banks. ,2017-02-15,[[9.9999952e-01 1.0640801e-07 4.0954694e-07]]
1313,"Here are the security features on new Rs 500, Rs 2,000 notes. Andhra Bank ‘duped’ of Rs 71 crore: CBI files cheating case against Chennai firm. RBI currency press refuses to disclose printing capacity. ",2017-02-13,[[2.3872200e-01 3.4673034e-05 7.6124334e-01]]
1314,Banks rush to buy cyber security cover as digital payments rise. Banks rush to buy cyber security cover as digital payments rise. ,2017-02-12,[[0.78121686 0.20150521 0.01727795]]
1315,SBI posts 134% rise in Q3 net profit. Framework on electoral bonds after discussion with RBI: Arun Jaitley. Patel holds long-gestation projects responsible for high NPAs. ,2017-02-11,[[9.9918431e-01 7.0607808e-04 1.0953127e-04]]
1316,"Survey has a bad bank idea, govt may consider it, says Arun Jaitley. RBI’s admirable role saved rupee from becoming unstable: NITI. No decision on taxing transaction of cash beyond Rs 50,000, says Shaktikanta Das. Track Demand Drafts used to convert old to new, RBI tells banks. CBDT to taxman: Step up TDS survey operations to boost collections. UBI may be launched as a pilot, says Arun Jaitley. SBI profit for the third quarter jumps 71 per cent to Rs 2,152 crore. ",2017-02-10,[[4.2933988e-04 9.9956268e-01 7.9838692e-06]]
1317,"RBI survey: Household inflation expectation further comes down in December. No decision yet on imposing tax on cash transactions: Shaktikanta Das. Bank of India posts Rs 102-crore profit on treasury income. Govt appoints Ashok Gulati, Rajiv Kumar on RBI central board. ",2017-02-09,[[9.9979001e-01 3.8098501e-06 2.0622772e-04]]
1318,"IDBI Bank Q3 loss widens to Rs 2,255 crore. ICICI Securities inks pact with Saxo Bank. CBDT issues third round of certificates to tax payers. RBI keeps repo rate on hold at 6.25 per cent. RBI Governor Urjit Patel says there’s room for more lending rate cuts. ",2017-02-08,[[0.9513664  0.04587266 0.0027609 ]]
1319,"Demonetisation: 208 bank employees under scrutiny. Technical write-off creates non-transparency, brings wrong-doings, says KC Chakrabarty. Demonetisation woes due to bank officers’ role: Arvind Panagariya. Arun Jaitley to address RBI, Sebi boards on February 11. Govt confident that debit card charges may decline, says FM Arun Jaitley. From March 1, HDFC Bank to cap cash transactions, raise fee. ",2017-02-07,[[0.90148205 0.00525538 0.09326255]]
1320,"Refunds to be withheld only in doubtful scrutiny cases: CBDT. SMEs to pay 25 per cent tax even if Rs 50 crore limit crossed in FY17: Sushil Chandra. There is inconsistency in filing income tax, says CBDT Chairman. Former RBI governor C Rangarajan says banks can’t escape responsibility of NPAs. ",2017-02-06,[[9.9155164e-01 3.1724547e-05 8.4166536e-03]]
1321,"Aadhaar-based payments will be a game changer in digital banking, says SBI Managing Director Rajnish Kumar. ",2017-02-05,[[9.9985635e-01 8.0775390e-05 6.2837840e-05]]
1322,"Post note ban: Banks, RBI detect fake currency worth Rs 19.54 crore. RBI allows use of statutory reserves, tweaks rules to avoid bond coupon defaults by banks. ",2017-02-04,[[9.9997997e-01 1.0241071e-05 9.7905031e-06]]
1323,RBI permits NRIs access to ETCD market. Fraud loan accounts: S S Mundra cautions banks against delay in reporting. RBI warns users of virtual currencies. RBI to soon put new Rs 100 banknotes in circulation. ,2017-02-03,[[9.3572742e-01 6.3030777e-05 6.4209625e-02]]
1324,"ICICI Bank Q3 profit falls 19 per cent to Rs 2,441 crore. ",2017-02-01,[[0.5075643  0.00096298 0.4914727 ]]
1325,HDFC consolidated net profit jumps 13 per cent. ,2017-01-31,[[5.5718729e-08 1.0000000e+00 2.3118162e-08]]
1326,DCB Bank to raise up to Rs 400 crore in second half of next fiscal year. RBI: No limits on cash withdrawals through ATMs from February 1. ,2017-01-30,[[9.9999189e-01 1.4213305e-06 6.6675748e-06]]
1327,World’s largest Ouija board sets Guinness record. ,2017-01-29,[[8.4822477e-06 9.9999142e-01 1.3806559e-07]]
1328,Demonetisation: Tax dept asks 176 banks to file statement of financial transactions before January 31. ,2017-01-28,[[9.9999344e-01 6.6963494e-08 6.4289861e-06]]
1329,Fixed to float: Work out the spreadsheet. Aadhar Pay coming soon for cashless transactions. ,2017-01-27,[[9.9999797e-01 1.4595619e-06 5.4060888e-07]]
1330,Kotak Mahindra net up 3 per cent. IDFC Bank profit down 21 per cent. ,2017-01-26,[[0.00115676 0.00104979 0.99779344]]
1331,HDFC Bank posts lower profit growth of 15.1 per cent. Rs 10.10 lakh crore forex debt of 54 corporates vulnerable. Co-op banks should be included in digital transactions: Devendra Fadnavis. ,2017-01-25,[[9.9993968e-01 1.4281073e-05 4.6048546e-05]]
1332,"Viral V Acharya takes charge as RBI DG, Patel reallocates portfolios. HDFC Bank Q3 Net rises 15.14 per cent to Rs 3,865.33 crore. Yes Bank to offer exclusive banking services to Telugu NRIs. Govt approves 3 per cent interest subsidy on homes loans up to Rs 21 lakh. ",2017-01-24,[[9.9836749e-01 1.6002818e-03 3.2195945e-05]]
1333,"Co-operative banks have weakest anti-money laundering mechanism, says report. ",2017-01-23,[[9.9989402e-01 3.8211907e-05 6.7646404e-05]]
1334,"Govt analyses cash deposits, loan repayments in last 10 days of demonetisation. ",2017-01-22,[[9.9999452e-01 3.4275195e-07 5.1120787e-06]]
1335,"System getting ready for digital economy, RBI Governor tells PAC. Pradhan Mantri Garib Kalyan Yojana, 2016: Co-operative banks cannot take deposits under PMGKY. ",2017-01-21,[[9.9955004e-01 5.7351363e-06 4.4423275e-04]]
1336,"Report cash deposits above Rs 10 lakh in a FY: I-T to banks. Open up PhonePe App: NPCI tells ICICI Bank. Sebi freezes bank, demat accounts of Bharatiya Real Estate. RBI working on plan to reduce online charges: Report. ",2017-01-20,[[9.9983561e-01 1.0168812e-04 6.2728468e-05]]
1337,RBI Governor Urjit Patel asks staff to ‘zealously guard’ central bank’s reputation. RBI plans to increase focus on IT and cyber security. ,2017-01-19,[[9.9932742e-01 6.3460768e-04 3.8024205e-05]]
1338,Overseas bond sale: SBI raises $500 million. Manmohan Singh saves RBI Governor Urjit Patel from grilling over demonetisation. ,2017-01-18,[[9.9976128e-01 1.5427222e-04 8.4462561e-05]]
1339,"Finance Ministry in response to RBI staff forum’s letter: Govt respects RBI autonomy, not infringing. ATM withdrawal limit enhanced from Rs 4500 to Rs 10,000 per day: RBI. RBI autonomy important, retain its special status: Montek Singh. Reserve Bank of India raises daily withdrawal limit from ATMs to Rs 10,000. Most PSU banks to skip dividend payout this fiscal. SBI hits overseas debt market with $500 million five-year bond sale. RBI considering a rate cut, to manage WPI inflation in first half of 2017: DBS bank report. Regional stock exchanges’ business model obsolete: Sebi. ",2017-01-17,[[9.998810e-01 6.420694e-05 5.476607e-05]]
1340,HDFC ERGO raises Rs 350 crore via Non-Convertible Debentures. Andhra Bank launches cashless transaction with Aadhar number. Demonetisation: United Bank of India sees credit growth of 7-8% by end of March. SBI Card says note-ban pushes up spends by 30%. ,2017-01-16,[[7.0817870e-01 2.9161817e-01 2.0320882e-04]]
1341,Sebi allows mutual fund companies to invest  in REITs and InvITs. ,2017-01-15,[[9.9990666e-01 8.9221001e-05 4.0195632e-06]]
1342,"RBI employees ask Governor to stop Finance Ministry’s ‘interference’. Government respects independence, autonomy of RBI: Finance Ministry. Sebi to study fee-based model for robo-investment advisory. Sebi cuts broker fee, permits mutual funds to invest in REITs. ",2017-01-14,[[9.9978274e-01 1.9839278e-04 1.8816916e-05]]
1343,N Chandrasekaran rise at Tata Group spells IT sector importance: Infosys CEO Vishal Sikka. RBI may cut repo rate by 25 basis points in February: HSBC report. Note ban to have political fallout besides hurting economy: Steve H Hanke. ,2017-01-13,[[0.5084664  0.00086055 0.49067307]]
1344,Credit growth plunges in key infra sectors: RBI data. Sebi may lower broker fee to Rs 15 per transaction of Rs 1 crore. ,2017-01-12,[[2.5390694e-03 3.6230477e-04 9.9709868e-01]]
1345,"Centre looks to raise up to Rs 6,000 crore via CPSE ETF. Indusind Bank Q3 net up 29 per cent, unaffected by demonetisation. 1-rupee Jan Dhan trick: Some banks admit, others vow tighter vigil. Sebi to go digital on all payments. ",2017-01-11,[[9.990582e-01 9.362723e-04 5.538280e-06]]
1346,"Co-operative banks used notes ban as opportunity to launder crores: I-T department. Bank of Baroda cuts home loan rate to industry low. Demonetisation: Cash deals worth Rs 25,000 crore move to digital mode. RBI autonomy fundamental, we have to maintain it: Former governor Bimal Jalan. ",2017-01-10,[[9.9966598e-01 3.8116632e-06 3.3026040e-04]]
1347,SBI waives MDR charges for small merchants for one year. Axis Bank becomes third lender to offer block chain service. Allahabad Bank cuts lending rate by 0.85 per cent. RBI facing ‘reputational’ risk: Former governor VY Reddy. ,2017-01-09,[[4.4485335e-03 2.8614182e-05 9.9552286e-01]]
1348,Bank of India revises lending rates on retail loans. ,2017-01-08,[[9.9995887e-01 2.6262294e-06 3.8475740e-05]]
1349,House panel grills RBI top brass. MUDRA loan disbursals take a hit due to demonetisation. Some protectionism needed to help domestic companies: SBI chief. ,2017-01-07,[[2.6478302e-01 2.7098577e-04 7.3494607e-01]]
1350,"Demonetisation: Currency supply will be closer to normal by February, says Report. Demonetisation: Yet to reconcile scrapped notes, says RBI. For retaining talent, BBB chairman Vinod Rai says need attractive pay, other perks. Kerala seeks Rs 1,500 crore for cooperatives. ",2017-01-06,[[9.9996722e-01 2.2020433e-05 1.0754073e-05]]
1351,Demonetisation complete failure? 97% of banned notes back in banks: Report. Bank fraud case: ED attaches Rs 6.5 crore assets of Bengaluru firm. ,2017-01-05,[[9.9839562e-01 9.6328195e-06 1.5947721e-03]]
1352,"Mumbai: Protests outside RBI branch as bank refuses to accept old notes. Distribute 40 per cent cash in rural areas: RBI to banks. HDFC cuts home loan rates by 45 basic points. Paytm gets RBI approval for payments bank, may launch by February. RBI may have received Rs 15 lakh crore deposits of old notes. ",2017-01-04,[[9.9990487e-01 5.5660828e-05 3.9431176e-05]]
